provinsi,daerah,jenis,tahun,peng,peng_log,Cluster
LAMPUNG,PERDESAAN,NONMAKANAN,2017,309728.0,12.643453000582925,3
LAMPUNG,PERDESAAN,NONMAKANAN,2018,371716.0,12.825888091047942,3
LAMPUNG,PERDESAAN,NONMAKANAN,2019,365841.0,12.809956825187756,3
LAMPUNG,PERDESAAN,NONMAKANAN,2020,393202.0,12.882081296931027,3
LAMPUNG,PERDESAAN,NONMAKANAN,2021,395456.0,12.887797337143786,3
LAMPUNG,PERDESAAN,NONMAKANAN,2022,414416.0,12.934627992252006,3
LAMPUNG,PERDESAAN,TOTAL,2007,248849.0,12.4246055842867,0
LAMPUNG,PERDESAAN,TOTAL,2008,273531.0,12.519173895828146,0
LAMPUNG,PERDESAAN,TOTAL,2009,294271.0,12.5922597886828,0
LAMPUNG,PERDESAAN,TOTAL,2010,347281.0,12.757892408998588,0
LAMPUNG,PERDESAAN,TOTAL,2011,432564.0,12.97748788307915,0
LAMPUNG,PERDESAAN,TOTAL,2012,449336.0,13.015528441990375,2
LAMPUNG,PERDESAAN,TOTAL,2013,480120.0,13.081793434449741,2
LAMPUNG,PERDESAAN,TOTAL,2014,534541.0,13.189165584470523,2
LAMPUNG,PERDESAAN,TOTAL,2015,653859.0,13.390648540245378,2
LAMPUNG,PERDESAAN,TOTAL,2016,694830.0,13.451423929509787,2
LAMPUNG,PERDESAAN,TOTAL,2017,743310.0,13.518869809473788,3
LAMPUNG,PERDESAAN,TOTAL,2018,815724.0,13.611832567341757,3
LAMPUNG,PERDESAAN,TOTAL,2019,812396.0,13.607744415919361,3
LAMPUNG,PERDESAAN,TOTAL,2020,859792.0,13.664446941582938,3
LAMPUNG,PERDESAAN,TOTAL,2021,896541.0,13.706300419786617,3
LAMPUNG,PERDESAAN,TOTAL,2022,956868.0,13.77142177496293,1
LAMPUNG,PERKOTAAN,MAKANAN,2007,217916.0,12.2918695353287,0
LAMPUNG,PERKOTAAN,MAKANAN,2008,209458.0,12.252283295134513,0
LAMPUNG,PERKOTAAN,MAKANAN,2009,228316.0,12.338490293170942,0
LAMPUNG,PERKOTAAN,MAKANAN,2010,271181.0,12.510545461164265,0
LAMPUNG,PERKOTAAN,MAKANAN,2011,305734.0,12.630473992656665,0
LAMPUNG,PERKOTAAN,MAKANAN,2012,338261.0,12.731576022122153,2
LAMPUNG,PERKOTAAN,MAKANAN,2013,405210.0,12.912163198076048,2
LAMPUNG,PERKOTAAN,MAKANAN,2014,422069.0,12.952926456039368,2
LAMPUNG,PERKOTAAN,MAKANAN,2015,447587.0,13.011628445409048,2
LAMPUNG,PERKOTAAN,MAKANAN,2016,491261.0,13.104732869348178,2
LAMPUNG,PERKOTAAN,MAKANAN,2017,558327.0,13.232701882288765,3
LAMPUNG,PERKOTAAN,MAKANAN,2018,560502.0,13.236589873843988,3
LAMPUNG,PERKOTAAN,MAKANAN,2019,570592.0,13.254431449897993,3
LAMPUNG,PERKOTAAN,MAKANAN,2020,587511.0,13.283651950323767,3
LAMPUNG,PERKOTAAN,MAKANAN,2021,622926.0,13.342184615944197,3
LAMPUNG,PERKOTAAN,MAKANAN,2022,644379.0,13.376043893180094,3
LAMPUNG,PERKOTAAN,NONMAKANAN,2007,329527.0,12.705416606552578,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2008,288214.0,12.571462008382603,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2009,275503.0,12.526357426525967,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2010,314309.0,12.65813503901512,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2011,351031.0,12.768632666383613,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2012,376967.0,12.839915582190978,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2013,438876.0,12.991974470566587,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2014,473544.0,13.068002224051362,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2015,538560.0,13.196656046786181,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2016,551369.0,13.220161369127629,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2017,569779.0,13.253005600394824,3
LAMPUNG,PERKOTAAN,NONMAKANAN,2018,616817.0,13.332329283684823,3
LAMPUNG,PERKOTAAN,NONMAKANAN,2019,620054.0,13.337563462764223,3
LAMPUNG,PERKOTAAN,NONMAKANAN,2020,643043.0,13.37396843011653,3
LAMPUNG,PERKOTAAN,NONMAKANAN,2021,693670.0,13.449753063684785,3
LAMPUNG,PERKOTAAN,NONMAKANAN,2022,674903.0,13.422325737517905,3
LAMPUNG,PERKOTAAN,TOTAL,2007,547443.0,13.213015452336496,0
LAMPUNG,PERKOTAAN,TOTAL,2008,497672.0,13.117698513827165,0
LAMPUNG,PERKOTAAN,TOTAL,2009,503819.0,13.129974340405663,0
LAMPUNG,PERKOTAAN,TOTAL,2010,585489.0,13.280204382454754,0
LAMPUNG,PERKOTAAN,TOTAL,2011,656766.0,13.395084592252744,2
LAMPUNG,PERKOTAAN,TOTAL,2012,715229.0,13.480359448270445,2
LAMPUNG,PERKOTAAN,TOTAL,2013,844087.0,13.646012033545679,2
LAMPUNG,PERKOTAAN,TOTAL,2014,895613.0,13.70526479556312,2
LAMPUNG,PERKOTAAN,TOTAL,2015,986147.0,13.80156172374056,2
LAMPUNG,PERKOTAAN,TOTAL,2016,1042631.0,13.857258843344658,1
LAMPUNG,PERKOTAAN,TOTAL,2017,1128106.0,13.936051564697419,1
LAMPUNG,PERKOTAAN,TOTAL,2018,1177319.0,13.978751226945437,1
LAMPUNG,PERKOTAAN,TOTAL,2019,1190647.0,13.990008254695923,1
LAMPUNG,PERKOTAAN,TOTAL,2020,1230554.0,14.022975845091883,1
LAMPUNG,PERKOTAAN,TOTAL,2021,1316597.0,14.090561694950503,1
LAMPUNG,PERKOTAAN,TOTAL,2022,1319283.0,14.09259972315488,1
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2011,261519.0,12.474266041398092,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2012,283870.0,12.556275188599646,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2013,314408.0,12.658449965081672,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2014,340844.0,12.739183107474007,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2015,382368.0,12.854141389927674,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2016,412617.0,12.930277504455399,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2017,467939.0,13.056095361552599,3
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2018,478451.0,13.078311171363788,3
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2019,484799.0,13.091491713737241,3
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2020,503976.0,13.130285911091566,3
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2021,539963.0,13.19925774965147,3
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2022,575672.0,13.263295070137303,3
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2011,228662.0,12.340004582925928,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2012,233840.0,12.36239667620431,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2013,259226.0,12.465459404701953,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2014,287666.0,12.569558840145335,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2015,358838.0,12.790629098912008,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2016,376444.0,12.838527233213703,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2017,381353.0,12.851483356589426,3
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2018,444185.0,13.003998672611248,3
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2019,444224.0,13.004086469813275,3
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2020,470447.0,13.06144071117707,3
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2021,490615.0,13.103417023401514,3
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2022,499314.0,13.12099243809633,3
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2011,490180.0,13.10252998963505,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2012,517710.0,13.157172450491188,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2013,573634.0,13.25974858453712,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2014,628510.0,13.351108808848144,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2015,741206.0,13.516035217493377,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2016,789061.0,13.578600177222349,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2017,849293.0,13.652160695101676,3
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2018,922637.0,13.734992237204763,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2019,929024.0,13.74189092809051,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2020,974423.0,13.789601806176314,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2021,1030578.0,13.845631338188937,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2022,1074987.0,13.887820056690899,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2007,248396.0,12.422783551673843,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2008,277071.0,12.532032679191932,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2009,290870.0,12.580635148898521,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2010,328440.0,12.702112496514228,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2011,389470.0,12.872544687092317,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2012,395069.0,12.886818243372375,2
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2013,433710.0,12.980133692656072,2
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2014,515064.0,13.15204838527384,2
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2015,551553.0,13.220495027660233,2
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2016,558613.0,13.233213994835792,2
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2017,651144.0,13.386487630644107,3
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2018,655645.0,13.393376288124976,3
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2019,682642.0,13.433727307903728,3
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2020,720007.0,13.487017602041622,3
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2021,726610.0,13.496146537658223,3
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2022,848494.0,13.65121947088714,3
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2007,215562.0,12.281008489189409,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2008,218532.0,12.294692311862221,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2009,239364.0,12.38574486258751,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2010,239766.0,12.387422897426884,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2011,307953.0,12.637705700152441,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2012,333414.0,12.717143239288566,2
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2013,364192.0,12.805439225882257,2
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2014,413004.0,12.931214978407416,2
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2015,467700.0,13.05558448183442,2
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2016,505734.0,13.133768095667765,2
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2017,469208.0,13.058803577163172,3
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2018,559284.0,13.234414461211703,3
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2019,603651.0,13.310753151933211,3
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2020,578492.0,13.268181725283368,3
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2021,606125.0,13.314843164230998,3
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2022,637672.0,13.365580891748868,3
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2007,463958.0,13.04755146523527,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2008,495602.0,13.113530481987569,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2009,530235.0,13.18107746943811,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2010,568206.0,13.250241067932112,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2011,697423.0,13.455148826167546,2
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2012,728484.0,13.498722314151468,2
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2013,797902.0,13.589742315158961,2
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2014,928068.0,13.740861362452533,2
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2015,1019252.0,13.83458056401786,2
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2016,1064347.0,13.877872963077929,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2017,1120353.0,13.929155264759798,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2018,1214929.0,14.01019701992836,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2019,1286293.0,14.067275773514218,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2020,1298500.0,14.076721080204011,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2021,1332735.0,14.102744530034073,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2022,1486167.0,14.211711553051282,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2007,263406.0,12.481455643488687,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2008,284162.0,12.557303296162646,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2009,303406.0,12.622830417482758,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2010,380298.0,12.84871306440987,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2011,393810.0,12.883626377757938,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2012,442601.0,13.000426225341702,2
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2013,550081.0,13.217822637004799,2
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2014,590025.0,13.287921882707556,2
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2015,606905.0,13.31612919808254,2
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2016,633225.0,13.358582667422061,2
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2017,784861.0,13.573263185132243,3
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2018,757618.0,13.537935899736993,3
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2019,807682.0,13.601924933790292,3
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2020,812631.0,13.608033641529044,3
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2021,826951.0,13.625501931208923,3
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2022,906502.0,13.717349618603448,3
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2007,217734.0,12.291034006004434,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2008,264755.0,12.486563926096371,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2009,311126.0,12.647956467933684,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2010,383751.0,12.857751789596348,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2011,383301.0,12.856578469200063,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2012,468917.0,13.05818319205682,2
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2013,535297.0,13.190578880151815,2
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2014,581117.0,13.272709113319133,2
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2015,613072.0,13.326239294288152,2
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2016,722576.0,13.490579267684542,2
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2017,795826.0,13.587137104522064,3
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2018,838278.0,13.639106259614334,3
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2019,883969.0,13.692178404392335,3
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2020,854352.0,13.658099736311701,3
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2021,859389.0,13.663978114230199,3
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2022,874034.0,13.680875699602453,3
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2007,481141.0,13.08391772381477,0
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2008,548917.0,13.21570434685875,0
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2009,614532.0,13.328617908743222,0
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2010,764049.0,13.546388511033403,2
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2011,777111.0,13.56333976310616,2
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2012,911518.0,13.722867717644988,2
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2013,1085378.0,13.897439792718357,2
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2014,1171142.0,13.97349075297207,2
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2015,1219977.0,14.014343383759961,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2016,1355801.0,14.11990371912174,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2017,1580688.0,14.273371385899033,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2018,1595898.0,14.282947771781405,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2019,1691651.0,14.341216124235693,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2020,1666984.0,14.326527163492088,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2021,1686340.0,14.338071650948663,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2022,1780536.0,14.392425562163638,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2011,391606.0,12.878014064861773,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2012,418496.0,12.944425000427191,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2013,491121.0,13.10444784841757,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2014,551960.0,13.221232670589337,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2015,578812.0,13.26873473374985,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2016,596381.0,13.298636680330743,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2017,721045.0,13.488458214509327,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2018,710401.0,13.47358628597145,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2019,751640.0,13.530014095326344,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2020,771121.0,13.55560187608453,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2021,783203.0,13.571148477437694,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2022,881622.0,13.689519805969697,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2011,345039.0,12.751415631321725,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2012,400200.0,12.899722199879273,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2013,448605.0,13.013900275923072,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2014,495751.0,13.113831080665383,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2015,539290.0,13.198010592886419,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2016,615498.0,13.330188599909956,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2017,639949.0,13.369145327283938,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2018,709094.0,13.471744788075577,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2019,758333.0,13.53887920081957,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2020,730722.0,13.50178973395014,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2021,748970.0,13.526455543458729,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2022,772658.0,13.557593091817647,3
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2011,736645.0,13.509862730133655,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2012,818697.0,13.615470552464279,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2013,939726.0,13.75334468653261,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2014,1047711.0,13.862119296935862,2
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2015,1118101.0,13.92714316288263,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2016,1211879.0,14.007683430808603,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2017,1360994.0,14.123726607857568,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2018,1419495.0,14.165812436997568,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2019,1509974.0,14.22760365236266,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2020,1501843.0,14.222204244394261,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2021,1532174.0,14.242198852523964,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2022,1654280.0,14.318877031308817,1
KEP. RIAU,PERDESAAN,MAKANAN,2007,216349.0,12.28465274565303,0
KEP. RIAU,PERDESAAN,MAKANAN,2008,244200.0,12.405746935654452,0
KEP. RIAU,PERDESAAN,MAKANAN,2009,303902.0,12.624463850524473,0
KEP. RIAU,PERDESAAN,MAKANAN,2010,341117.0,12.739983737462975,0
KEP. RIAU,PERDESAAN,MAKANAN,2011,400218.0,12.899767176266677,0
KEP. RIAU,PERDESAAN,MAKANAN,2012,416780.0,12.94031618296958,2
KEP. RIAU,PERDESAAN,MAKANAN,2013,437634.0,12.989140508610006,2
KEP. RIAU,PERDESAAN,MAKANAN,2014,480788.0,13.083183783405644,2
KEP. RIAU,PERDESAAN,MAKANAN,2015,480875.0,13.083364719594934,2
KEP. RIAU,PERDESAAN,MAKANAN,2016,502046.0,13.12644901978928,2
KEP. RIAU,PERDESAAN,MAKANAN,2017,562677.0,13.240462807447173,3
KEP. RIAU,PERDESAAN,MAKANAN,2018,590286.0,13.288364138285957,3
KEP. RIAU,PERDESAAN,MAKANAN,2019,610033.0,13.321269972301124,3
KEP. RIAU,PERDESAAN,MAKANAN,2020,623234.0,13.342678933707491,3
KEP. RIAU,PERDESAAN,MAKANAN,2021,645900.0,13.378401520246646,3
KEP. RIAU,PERDESAAN,MAKANAN,2022,672520.0,13.418788616736386,3
KEP. RIAU,PERDESAAN,NONMAKANAN,2007,177560.0,12.087069490831189,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2008,179011.0,12.095208121682017,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2009,194304.0,12.17718436843639,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2010,210170.0,12.255676764063143,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2011,276481.0,12.52990099836796,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2012,316831.0,12.666126943922242,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2013,316199.0,12.664130203757509,2
KEP. RIAU,PERDESAAN,NONMAKANAN,2014,345570.0,12.752953400354189,2
KEP. RIAU,PERDESAAN,NONMAKANAN,2015,404211.0,12.909694771784102,2
KEP. RIAU,PERDESAAN,NONMAKANAN,2016,464081.0,13.047816539732452,2
KEP. RIAU,PERDESAAN,NONMAKANAN,2017,442556.0,13.000324548693689,3
KEP. RIAU,PERDESAAN,NONMAKANAN,2018,496566.0,13.115473697975446,3
KEP. RIAU,PERDESAAN,NONMAKANAN,2019,499045.0,13.120453554853675,3
KEP. RIAU,PERDESAAN,NONMAKANAN,2020,520509.0,13.162564379148476,3
KEP. RIAU,PERDESAAN,NONMAKANAN,2021,518795.0,13.15926602129447,3
KEP. RIAU,PERDESAAN,NONMAKANAN,2022,515616.0,13.153119520799207,3
KEP. RIAU,PERDESAAN,TOTAL,2007,393909.0,12.883877735790849,0
KEP. RIAU,PERDESAAN,TOTAL,2008,423212.0,12.955630877390913,0
KEP. RIAU,PERDESAAN,TOTAL,2009,498205.0,13.118768925093779,0
KEP. RIAU,PERDESAAN,TOTAL,2010,551287.0,13.2200126376077,0
KEP. RIAU,PERDESAAN,TOTAL,2011,676699.0,13.424983322220317,2
KEP. RIAU,PERDESAAN,TOTAL,2012,733610.0,13.505734194359412,2
KEP. RIAU,PERDESAAN,TOTAL,2013,753834.0,13.532928790151436,2
KEP. RIAU,PERDESAAN,TOTAL,2014,826358.0,13.624784582778496,2
KEP. RIAU,PERDESAAN,TOTAL,2015,885086.0,13.693441224243184,2
KEP. RIAU,PERDESAAN,TOTAL,2016,966127.0,13.781051609592604,1
KEP. RIAU,PERDESAAN,TOTAL,2017,1005233.0,13.820730908194156,1
KEP. RIAU,PERDESAAN,TOTAL,2018,1086852.0,13.898796922367708,1
KEP. RIAU,PERDESAAN,TOTAL,2019,1109078.0,13.919040499142547,1
KEP. RIAU,PERDESAAN,TOTAL,2020,1143743.0,13.949817649656469,1
KEP. RIAU,PERDESAAN,TOTAL,2021,1164695.0,13.967970666724066,1
KEP. RIAU,PERDESAAN,TOTAL,2022,1188137.0,13.98789793377465,1
KEP. RIAU,PERKOTAAN,MAKANAN,2007,267165.0,12.495625467039249,0
KEP. RIAU,PERKOTAAN,MAKANAN,2008,301036.0,12.614988459764568,0
KEP. RIAU,PERKOTAAN,MAKANAN,2009,330344.0,12.707892841881101,0
KEP. RIAU,PERKOTAAN,MAKANAN,2010,388302.0,12.869541241674977,0
KEP. RIAU,PERKOTAAN,MAKANAN,2011,437751.0,12.98940781895548,0
KEP. RIAU,PERKOTAAN,MAKANAN,2012,481921.0,13.0855375542114,2
KEP. RIAU,PERKOTAAN,MAKANAN,2013,524552.0,13.170301750331152,2
KEP. RIAU,PERKOTAAN,MAKANAN,2014,592970.0,13.292900772905446,2
KEP. RIAU,PERKOTAAN,MAKANAN,2015,625859.0,13.346881982898072,2
